AddNum,StPreDir,StName,StSuffix,Zip4,Name,geometry,longitude,latitude,jointadd
12450,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3381911659999 43.60654077000004),-116.33819116599994,43.60654077000004,12450 W FRANKLIN RD
12348,W,FRANKLIN,RD,83709,Twelve,POINT (-116.336681734 43.60513962400006),-116.33668173399997,43.60513962400006,12348 W FRANKLIN RD
12430,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3387623899999 43.60511813100004),-116.33876238999994,43.60511813100004,12430 W FRANKLIN RD
12590,W,FRANKLIN,RD,83709,Twelve,POINT (-116.339440054 43.60512543500005),-116.33944005399997,43.60512543500005,12590 W FRANKLIN RD
12544,W,FRANKLIN,RD,83709,Twelve,POINT (-116.339237216 43.60513214400004),-116.33923721599996,43.60513214400004,12544 W FRANKLIN RD
12250,W,FRANKLIN,RD,83709,Twelve,POINT (-116.335259627 43.60514589200005),-116.33525962699997,43.60514589200005,12250 W FRANKLIN RD
11700,W,FRANKLIN,RD,83709,Twelve,POINT (-116.32904844 43.60517752100003),-116.32904843999995,43.60517752100003,11700 W FRANKLIN RD
10790,W,FRANKLIN,RD,83709,Twelve,POINT (-116.316419985 43.60520272200006),-116.31641998499998,43.60520272200006,10790 W FRANKLIN RD
11370,W,FRANKLIN,RD,83709,Twelve,POINT (-116.324051622 43.60509008500003),-116.32405162199996,43.60509008500003,11370 W FRANKLIN RD
11350,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3237034809999 43.60509920300007),-116.32370348099994,43.605099203000066,11350 W FRANKLIN RD
11900,W,FRANKLIN,RD,83709,Twelve,POINT (-116.330172407 43.60513516600003),-116.33017240699996,43.605135166000025,11900 W FRANKLIN RD
12020,W,FRANKLIN,RD,83709,Twelve,POINT (-116.332458701 43.60527682800006),-116.33245870099995,43.60527682800006,12020 W FRANKLIN RD
12008,W,FRANKLIN,RD,83709,Twelve,POINT (-116.332401304 43.60506602000004),-116.33240130399997,43.60506602000004,12008 W FRANKLIN RD
12000,W,FRANKLIN,RD,83709,Twelve,POINT (-116.331820857 43.60505817900003),-116.33182085699997,43.605058179000025,12000 W FRANKLIN RD
10792,W,FRANKLIN,RD,83709,Twelve,POINT (-116.319646163 43.60526470000008),-116.31964616299996,43.60526470000008,10792 W FRANKLIN RD
12054,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3337160899999 43.60547728800003),-116.33371608999994,43.60547728800003,12054 W FRANKLIN RD
12048,W,FRANKLIN,RD,83709,Twelve,POINT (-116.33306315 43.60529289600004),-116.33306314999999,43.60529289600004,12048 W FRANKLIN RD
12050,W,FRANKLIN,RD,83709,Twelve,POINT (-116.333870876 43.60528379700003),-116.33387087599999,43.60528379700003,12050 W FRANKLIN RD
11670,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3277191129999 43.60698951500007),-116.32771911299994,43.606989515000066,11670 W FRANKLIN RD
11678,W,FRANKLIN,RD,83709,Twelve,POINT (-116.327386484 43.60536576300007),-116.32738648399999,43.605365763000066,11678 W FRANKLIN RD
9700,W,BETHEL,CT,83709,Twelve,POINT (-116.3033406169999 43.60597088600008),-116.30334061699995,43.60597088600008,9700 W BETHEL CT
9634,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3017862569999 43.60503496300004),-116.30178625699995,43.60503496300004,9634 W FRANKLIN RD
9549,W,BETHEL,CT,83709,Twelve,POINT (-116.3007289239999 43.60509749700003),-116.30072892399994,43.60509749700003,9549 W BETHEL CT
9460,W,FRANKLIN,RD,83709,Twelve,POINT (-116.299473861 43.60510353700005),-116.29947386099997,43.60510353700005,9460 W FRANKLIN RD
9320,W,FRANKLIN,RD,83709,Twelve,POINT (-116.297851481 43.60508633300003),-116.29785148099995,43.60508633300003,9320 W FRANKLIN RD
1,N,MAPLE GROVE,RD,83709,Twelve,POINT (-116.295821292 43.60604692000004),-116.29582129199997,43.60604692000004,1 N MAPLE GROVE RD
9220,W,FRANKLIN,RD,83709,Twelve,POINT (-116.297254428 43.60533053400007),-116.29725442799997,43.605330534000075,9220 W FRANKLIN RD
9030,W,FRANKLIN,RD,83709,Twelve,POINT (-116.294718989 43.60515508800006),-116.29471898899999,43.60515508800006,9030 W FRANKLIN RD
9364,W,FRANKLIN,RD,83709,Twelve,POINT (-116.298382954 43.60520991700002),-116.29838295399998,43.605209917000025,9364 W FRANKLIN RD
10100,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3087218589999 43.60557834500003),-116.30872185899995,43.605578345000026,10100 W FRANKLIN RD
9600,W,BETHEL,CT,83709,Twelve,POINT (-116.3020188249999 43.60609671100008),-116.30201882499995,43.60609671100008,9600 W BETHEL CT
9450,W,BETHEL,CT,83709,Twelve,POINT (-116.299490415 43.60598962600005),-116.29949041499998,43.60598962600005,9450 W BETHEL CT
9530,W,BETHEL,CT,83709,Twelve,POINT (-116.3004979519999 43.60594981400004),-116.30049795199994,43.60594981400004,9530 W BETHEL CT
9550,W,BETHEL,CT,83709,Twelve,POINT (-116.3012374049999 43.60621420700005),-116.30123740499994,43.60621420700005,9550 W BETHEL CT
9542,W,BETHEL,CT,83709,Twelve,POINT (-116.3009484309999 43.60619332000005),-116.30094843099994,43.606193320000045,9542 W BETHEL CT
10201,W,FRANKLIN,RD,83709,Twelve,POINT (-116.309662641 43.60456526000007),-116.30966264099999,43.60456526000007,10201 W FRANKLIN RD
11505,W,THOMAS,DR,83709,Twelve,POINT (-116.325353427 43.60236226000006),-116.32535342699998,43.60236226000006,11505 W THOMAS DR
11555,W,THOMAS,DR,83709,Twelve,POINT (-116.326364145 43.60246774800004),-116.32636414499996,43.60246774800004,11555 W THOMAS DR
11665,W,THOMAS,DR,83709,Twelve,POINT (-116.327350186 43.60262574900003),-116.32735018599999,43.602625749000026,11665 W THOMAS DR
11101,W,THOMAS,DR,83709,Twelve,POINT (-116.328784952 43.60279793300003),-116.32878495199998,43.60279793300003,11101 W THOMAS DR
11727,W,THOMAS,DR,83709,Twelve,POINT (-116.3298712549999 43.60300497000003),-116.32987125499994,43.60300497000003,11727 W THOMAS DR
11751,W,THOMAS,DR,83709,Twelve,POINT (-116.330326645 43.60306094900005),-116.33032664499996,43.60306094900005,11751 W THOMAS DR
11951,W,FRANKLIN,RD,83709,Twelve,POINT (-116.331735617 43.60458373400007),-116.33173561699999,43.60458373400007,11951 W FRANKLIN RD
11931,W,FRANKLIN,RD,83709,Twelve,POINT (-116.331267617 43.60459091200005),-116.33126761699998,43.60459091200005,11931 W FRANKLIN RD
11911,W,FRANKLIN,RD,83709,Twelve,POINT (-116.3307788709999 43.60460145300004),-116.33077887099995,43.60460145300004,11911 W FRANKLIN RD
10918,W,CRUSER,DR,83709,Twelve,POINT (-116.318942465 43.60358970000004),-116.31894246499996,43.60358970000004,10918 W CRUSER DR
10919,W,CRUSER,DR,83709,Twelve,POINT (-116.31883852 43.60335404800003),-116.31883851999999,43.60335404800003,10919 W CRUSER DR
10910,W,CRUSER,DR,83709,Twelve,POINT (-116.318516904 43.60359877700006),-116.31851690399998,43.60359877700006,10910 W CRUSER DR
10911,W,CRUSER,DR,83709,Twelve,POINT (-116.318541368 43.60334028200003),-116.31854136799996,43.60334028200003,10911 W CRUSER DR
10903,W,CRUSER,DR,83709,Twelve,POINT (-116.318187243 43.60337130700003),-116.31818724299995,43.60337130700003,10903 W CRUSER DR
10823,W,CRUSER,DR,83709,Twelve,POINT (-116.317876906 43.60338449900007),-116.31787690599998,43.60338449900007,10823 W CRUSER DR
10817,W,CRUSER,DR,83709,Twelve,POINT (-116.317595096 43.60341150600004),-116.31759509599999,43.60341150600004,10817 W CRUSER DR
10809,W,CRUSER,DR,83709,Twelve,POINT (-116.3171942499999 43.60342855900006),-116.31719424999994,43.603428559000065,10809 W CRUSER DR
10803,W,CRUSER,DR,83709,Twelve,POINT (-116.31688474 43.60346402600004),-116.31688473999998,43.60346402600004,10803 W CRUSER DR
10721,W,CRUSER,DR,83709,Twelve,POINT (-116.3165169869999 43.60349310600003),-116.31651698699994,43.60349310600003,10721 W CRUSER DR
10715,W,CRUSER,DR,83709,Twelve,POINT (-116.316134102 43.60351393600007),-116.31613410199998,43.60351393600007,10715 W CRUSER DR
10709,W,CRUSER,DR,83709,Twelve,POINT (-116.315840592 43.60351144600003),-116.31584059199997,43.60351144600003,10709 W CRUSER DR
10701,W,CRUSER,DR,83709,Twelve,POINT (-116.315456593 43.60352106500005),-116.31545659299996,43.60352106500005,10701 W CRUSER DR
10617,W,CRUSER,DR,83709,Twelve,POINT (-116.315117438 43.60353616100008),-116.31511743799996,43.60353616100008,10617 W CRUSER DR
121,S,FIVE MILE,RD,83709,Twelve,POINT (-116.3145023069999 43.60356861300005),-116.31450230699994,43.60356861300005,121 S FIVE MILE RD
223,S,FIVE MILE,RD,83709,Twelve,POINT (-116.314590258 43.60300251500007),-116.31459025799995,43.60300251500007,223 S FIVE MILE RD
10902,W,CRUSER,DR,83709,Twelve,POINT (-116.318164006 43.60360430700007),-116.31816400599996,43.60360430700007,10902 W CRUSER DR
10820,W,CRUSER,DR,83709,Twelve,POINT (-116.31778601 43.60364886800005),-116.31778600999996,43.60364886800005,10820 W CRUSER DR
10812,W,CRUSER,DR,83709,Twelve,POINT (-116.31737477 43.60367028100006),-116.31737476999996,43.60367028100006,10812 W CRUSER DR
10804,W,CRUSER,DR,83709,Twelve,POINT (-116.316963457 43.60368398300005),-116.31696345699999,43.60368398300005,10804 W CRUSER DR
10722,W,CRUSER,DR,83709,Twelve,POINT (-116.316622074 43.60370899000003),-116.31662207399995,43.60370899000003,10722 W CRUSER DR
10716,W,CRUSER,DR,83709,Twelve,POINT (-116.316254123 43.60371853100003),-116.31625412299996,43.60371853100003,10716 W CRUSER DR
10712,W,CRUSER,DR,83709,Twelve,POINT (-116.315885388 43.60374367200006),-116.31588538799997,43.603743672000064,10712 W CRUSER DR
10702,W,CRUSER,DR,83709,Twelve,POINT (-116.315533542 43.60376100800005),-116.31553354199997,43.60376100800005,10702 W CRUSER DR
10608,W,CRUSER,DR,83709,Twelve,POINT (-116.314993182 43.60388645800003),-116.31499318199997,43.603886458000034,10608 W CRUSER DR
10600,W,CRUSER,DR,83709,Twelve,POINT (-116.314654662 43.60402920700005),-116.31465466199995,43.60402920700005,10600 W CRUSER DR
10610,W,ESTATE,DR,83709,Twelve,POINT (-116.3147664699999 43.60226332600007),-116.31476646999994,43.60226332600007,10610 W ESTATE DR
10620,W,ESTATE,DR,83709,Twelve,POINT (-116.315413102 43.60228722000005),-116.31541310199998,43.60228722000005,10620 W ESTATE DR
10710,W,ESTATE,DR,83709,Twelve,POINT (-116.3160003629999 43.60231928900004),-116.31600036299994,43.602319289000036,10710 W ESTATE DR
10720,W,ESTATE,DR,83709,Twelve,POINT (-116.31654517 43.60235138800005),-116.31654516999998,43.602351388000045,10720 W ESTATE DR
10810,W,ESTATE,DR,83709,Twelve,POINT (-116.317106082 43.60239130100007),-116.31710608199995,43.60239130100007,10810 W ESTATE DR
10820,W,ESTATE,DR,83709,Twelve,POINT (-116.317646122 43.60241964200003),-116.31764612199999,43.60241964200003,10820 W ESTATE DR
10910,W,ESTATE,DR,83709,Twelve,POINT (-116.318107168 43.60267743200006),-116.31810716799998,43.602677432000064,10910 W ESTATE DR
10920,W,ESTATE,DR,83709,Twelve,POINT (-116.318396378 43.60252091900003),-116.31839637799999,43.60252091900003,10920 W ESTATE DR
10930,W,ESTATE,DR,83709,Twelve,POINT (-116.3183778809999 43.60227653700008),-116.31837788099995,43.60227653700008,10930 W ESTATE DR
10919,W,ESTATE,DR,83709,Twelve,POINT (-116.318372966 43.60198821000006),-116.31837296599997,43.60198821000006,10919 W ESTATE DR
10909,W,ESTATE,DR,83709,Twelve,POINT (-116.318141167 43.60184489300008),-116.31814116699996,43.60184489300008,10909 W ESTATE DR
10819,W,ESTATE,DR,83709,Twelve,POINT (-116.317696252 43.60213075500008),-116.31769625199996,43.602130755000076,10819 W ESTATE DR
10809,W,ESTATE,DR,83709,Twelve,POINT (-116.317288353 43.60210096000003),-116.31728835299998,43.60210096000003,10809 W ESTATE DR
10719,W,ESTATE,DR,83709,Twelve,POINT (-116.3168354319999 43.60210320600004),-116.31683543199995,43.60210320600004,10719 W ESTATE DR
10709,W,ESTATE,DR,83709,Twelve,POINT (-116.3163433239999 43.60205524300005),-116.31634332399994,43.60205524300005,10709 W ESTATE DR
10619,W,ESTATE,DR,83709,Twelve,POINT (-116.315804521 43.60205791100003),-116.31580452099996,43.60205791100003,10619 W ESTATE DR
10611,W,ESTATE,DR,83709,Twelve,POINT (-116.315260022 43.60205666100006),-116.31526002199996,43.60205666100006,10611 W ESTATE DR
10605,W,ESTATE,DR,83709,Twelve,POINT (-116.314668614 43.60197894800007),-116.31466861399997,43.60197894800007,10605 W ESTATE DR
10801,W,FRANKLIN,RD,83709,Twelve,POINT (-116.316768509 43.60453084000005),-116.31676850899998,43.60453084000005,10801 W FRANKLIN RD
10805,W,FRANKLIN,RD,83709,Twelve,POINT (-116.317211814 43.60450532800007),-116.31721181399996,43.60450532800007,10805 W FRANKLIN RD
10815,W,FRANKLIN,RD,83709,Twelve,POINT (-116.317472333 43.60447486500004),-116.31747233299996,43.60447486500004,10815 W FRANKLIN RD
10903,W,FRANKLIN,RD,83709,Twelve,POINT (-116.318381028 43.60450345200007),-116.31838102799998,43.604503452000074,10903 W FRANKLIN RD
10911,W,FRANKLIN,RD,83709,Twelve,POINT (-116.318722891 43.60452884200004),-116.318722891,43.604528842000036,10911 W FRANKLIN RD
10919,W,FRANKLIN,RD,83709,Twelve,POINT (-116.319021917 43.60451570200007),-116.31902191699999,43.60451570200007,10919 W FRANKLIN RD
11771,W,PURITAN,DR,83709,Twelve,POINT (-116.328858801 43.60440739600006),-116.32885880099997,43.604407396000056,11771 W PURITAN DR
11632,W,COLONY,ST,83709,Twelve,POINT (-116.3278891149999 43.60437984200007),-116.32788911499995,43.60437984200007,11632 W COLONY ST
11798,W,PURITAN,DR,83709,Twelve,POINT (-116.328469013 43.60448851300004),-116.32846901299996,43.604488513000035,11798 W PURITAN DR
11793,W,PURITAN,DR,83709,Twelve,POINT (-116.328722727 43.60447300600003),-116.32872272699996,43.604473006000035,11793 W PURITAN DR
11566,W,COLONY,ST,83709,Twelve,POINT (-116.3271598919999 43.60446667100007),-116.32715989199994,43.60446667100007,11566 W COLONY ST
11588,W,COLONY,ST,83709,Twelve,POINT (-116.327413676 43.60445836700006),-116.32741367599999,43.60445836700006,11588 W COLONY ST
11610,W,COLONY,ST,83709,Twelve,POINT (-116.327687195 43.60444274900004),-116.32768719499995,43.60444274900004,11610 W COLONY ST
11544,W,COLONY,ST,83709,Twelve,POINT (-116.326836962 43.60444704300005),-116.32683696199996,43.60444704300005,11544 W COLONY ST
11478,W,COLONY,ST,83709,Twelve,POINT (-116.325869516 43.60443066300007),-116.32586951599995,43.60443066300007,11478 W COLONY ST
11500,W,COLONY,ST,83709,Twelve,POINT (-116.326181802 43.60442188700006),-116.32618180199995,43.60442188700006,11500 W COLONY ST
11456,W,COLONY,ST,83709,Twelve,POINT (-116.32558636 43.60442488600006),-116.32558635999999,43.60442488600006,11456 W COLONY ST
11434,W,COLONY,ST,83709,Twelve,POINT (-116.325303192 43.60441929000007),-116.32530319199998,43.60441929000007,11434 W COLONY ST
11412,W,COLONY,ST,83709,Twelve,POINT (-116.325020036 43.60441351300005),-116.32502003599996,43.604413513000054,11412 W COLONY ST
11749,W,PURITAN,DR,83709,Twelve,POINT (-116.32895885 43.60431215100004),-116.32895885,43.604312151000045,11749 W PURITAN DR
11754,W,PURITAN,DR,83709,Twelve,POINT (-116.328456869 43.60430394200006),-116.32845686899998,43.60430394200006,11754 W PURITAN DR
11654,W,COLONY,ST,83709,Twelve,POINT (-116.32787222 43.60417066000008),-116.32787221999996,43.60417066000008,11654 W COLONY ST
98,S,BREWSTER,AVE,83709,Twelve,POINT (-116.324733829 43.60418779200006),-116.32473382899997,43.60418779200006,98 S BREWSTER AVE
11665,W,COLONY,ST,83709,Twelve,POINT (-116.327507738 43.60413129700004),-116.32750773799995,43.60413129700004,11665 W COLONY ST
11732,W,PURITAN,DR,83709,Twelve,POINT (-116.32857204 43.60411168100006),-116.32857203999998,43.60411168100006,11732 W PURITAN DR
11727,W,PURITAN,DR,83709,Twelve,POINT (-116.3290606149999 43.60404438800003),-116.32906061499995,43.604044388000034,11727 W PURITAN DR
11561,W,COLONY,ST,83709,Twelve,POINT (-116.327035231 43.60421264300004),-116.32703523099997,43.60421264300004,11561 W COLONY ST
11539,W,COLONY,ST,83709,Twelve,POINT (-116.326712301 43.60419301400003),-116.32671230099999,43.60419301400003,11539 W COLONY ST
11517,W,COLONY,ST,83709,Twelve,POINT (-116.326400883 43.60421532700008),-116.32640088299996,43.60421532700008,11517 W COLONY ST
120,S,BREWSTER,AVE,83709,Twelve,POINT (-116.324742108 43.60396779200005),-116.32474210799995,43.60396779200005,120 S BREWSTER AVE
11451,W,COLONY,ST,83709,Twelve,POINT (-116.3255254859999 43.60419828100004),-116.32552548599995,43.60419828100004,11451 W COLONY ST
11473,W,COLONY,ST,83709,Twelve,POINT (-116.325804161 43.60418285200006),-116.32580416099995,43.604182852000065,11473 W COLONY ST
11495,W,COLONY,ST,83709,Twelve,POINT (-116.3261069979999 43.60417412400005),-116.32610699799994,43.60417412400005,11495 W COLONY ST
11644,W,PURITAN,DR,83709,Twelve,POINT (-116.328052954 43.60390840400004),-116.32805295399999,43.60390840400004,11644 W PURITAN DR
11705,W,PURITAN,DR,83709,Twelve,POINT (-116.3289379029999 43.60384536400005),-116.32893790299994,43.60384536400005,11705 W PURITAN DR
11600,W,PURITAN,DR,83709,Twelve,POINT (-116.3273483149999 43.60374172400003),-116.32734831499994,43.60374172400003,11600 W PURITAN DR
142,S,BREWSTER,AVE,83709,Twelve,POINT (-116.324740081 43.60375486600003),-116.32474008099996,43.60375486600003,142 S BREWSTER AVE
11556,W,PURITAN,DR,83709,Twelve,POINT (-116.327112938 43.60370022800004),-116.32711293799997,43.60370022800004,11556 W PURITAN DR
11534,W,PURITAN,DR,83709,Twelve,POINT (-116.3267802239999 43.60364515700007),-116.32678022399995,43.603645157000074,11534 W PURITAN DR
11512,W,PURITAN,DR,83709,Twelve,POINT (-116.326467484 43.60360421900003),-116.32646748399998,43.60360421900003,11512 W PURITAN DR
11683,W,PURITAN,DR,83709,Twelve,POINT (-116.328678745 43.60378898100004),-116.32867874499999,43.60378898100004,11683 W PURITAN DR
11490,W,PURITAN,DR,83709,Twelve,POINT (-116.326164243 43.60357026600008),-116.326164243,43.60357026600008,11490 W PURITAN DR
11468,W,PURITAN,DR,83709,Twelve,POINT (-116.325831937 43.60355770500007),-116.32583193699998,43.60355770500007,11468 W PURITAN DR
11446,W,PURITAN,DR,83709,Twelve,POINT (-116.325529033 43.60355923000003),-116.32552903299995,43.60355923000003,11446 W PURITAN DR
11424,W,PURITAN,DR,83709,Twelve,POINT (-116.325275119 43.60355330600004),-116.32527511899997,43.60355330600004,11424 W PURITAN DR
164,S,BREWSTER,AVE,83709,Twelve,POINT (-116.324747635 43.60355595900006),-116.324747635,43.60355595900006,164 S BREWSTER AVE
11661,W,PURITAN,DR,83709,Twelve,POINT (-116.328399368 43.60374416300004),-116.32839936799996,43.603744163000044,11661 W PURITAN DR
11639,W,PURITAN,DR,83709,Twelve,POINT (-116.328135612 43.60369577900008),-116.32813561199998,43.60369577900008,11639 W PURITAN DR
11617,W,PURITAN,DR,83709,Twelve,POINT (-116.327831878 43.60361210500002),-116.32783187799998,43.603612105000025,11617 W PURITAN DR
11595,W,PURITAN,DR,83709,Twelve,POINT (-116.327547311 43.60355679200006),-116.32754731099999,43.60355679200006,11595 W PURITAN DR
11573,W,PURITAN,DR,83709,Twelve,POINT (-116.327244738 43.60349437900004),-116.32724473799999,43.60349437900004,11573 W PURITAN DR
11551,W,PURITAN,DR,83709,Twelve,POINT (-116.3269606219999 43.60344606700005),-116.32696062199994,43.60344606700005,11551 W PURITAN DR
11397,W,PURITAN,DR,83709,Twelve,POINT (-116.324965411 43.60338480300004),-116.324965411,43.60338480300004,11397 W PURITAN DR
11529,W,PURITAN,DR,83709,Twelve,POINT (-116.326686361 43.60338350900003),-116.32668636099999,43.603383509000025,11529 W PURITAN DR
11507,W,PURITAN,DR,83709,Twelve,POINT (-116.326397502 43.60335647800008),-116.32639750199996,43.60335647800008,11507 W PURITAN DR
11419,W,PURITAN,DR,83709,Twelve,POINT (-116.3252158069999 43.60335146700004),-116.32521580699995,43.60335146700004,11419 W PURITAN DR
11485,W,PURITAN,DR,83709,Twelve,POINT (-116.326035691 43.60331578600005),-116.32603569099996,43.60331578600005,11485 W PURITAN DR
11463,W,PURITAN,DR,83709,Twelve,POINT (-116.325747445 43.60333802600007),-116.32574744499999,43.603338026000074,11463 W PURITAN DR
11441,W,PURITAN,DR,83709,Twelve,POINT (-116.3254338839999 43.60331132500005),-116.32543388399995,43.60331132500005,11441 W PURITAN DR
26,S,WILMA,AVE,83709,Twelve,POINT (-116.322758511 43.60456818600005),-116.32275851099996,43.60456818600005,26 S WILMA AVE
11374,W,RED MAPLE,CT,83709,Twelve,POINT (-116.324005765 43.60443507000008),-116.32400576499998,43.60443507000008,11374 W RED MAPLE CT
11356,W,RED MAPLE,CT,83709,Twelve,POINT (-116.323778337 43.60443621100006),-116.32377833699996,43.60443621100006,11356 W RED MAPLE CT
11302,W,RED MAPLE,CT,83709,Twelve,POINT (-116.32379356 43.60415085400007),-116.32379355999996,43.60415085400007,11302 W RED MAPLE CT
11293,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3240795999999 43.60385899800008),-116.32407959999995,43.60385899800008,11293 W RED MAPLE CT
11285,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3238307729999 43.60363129700005),-116.32383077299994,43.60363129700005,11285 W RED MAPLE CT
12031,W,FRANKLIN,RD,83709,Twelve,POINT (-116.332685204 43.60460787400007),-116.33268520399997,43.60460787400007,12031 W FRANKLIN RD
25,S,WILMA,AVE,83709,Twelve,POINT (-116.32315248 43.60458306700008),-116.32315247999998,43.60458306700008,25 S WILMA AVE
73,S,WILMA,AVE,83709,Twelve,POINT (-116.32312305 43.60422866600004),-116.32312305,43.60422866600004,73 S WILMA AVE
11297,W,RED MAPLE,CT,83709,Twelve,POINT (-116.324021096 43.60400112000008),-116.32402109599997,43.60400112000008,11297 W RED MAPLE CT
11301,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3240196949999 43.60420001800003),-116.32401969499995,43.60420001800003,11301 W RED MAPLE CT
11392,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3241877999999 43.60445359300007),-116.32418779999995,43.60445359300007,11392 W RED MAPLE CT
47,S,WILMA,AVE,83709,Twelve,POINT (-116.3231380939999 43.60438220200007),-116.32313809399994,43.60438220200007,47 S WILMA AVE
131,S,BREWSTER,AVE,83709,Twelve,POINT (-116.3250591509999 43.60386718100006),-116.32505915099995,43.603867181000055,131 S BREWSTER AVE
11281,W,RED MAPLE,CT,83709,Twelve,POINT (-116.323683019 43.60372375000003),-116.32368301899999,43.60372375000003,11281 W RED MAPLE CT
11193,W,RED MAPLE,DR,83709,Twelve,POINT (-116.3218810119999 43.60420321100003),-116.32188101199995,43.604203211000026,11193 W RED MAPLE DR
11247,W,RED MAPLE,DR,83709,Twelve,POINT (-116.322569378 43.60404752400007),-116.32256937799997,43.604047524000066,11247 W RED MAPLE DR
11265,W,RED MAPLE,DR,83709,Twelve,POINT (-116.3228310539999 43.60397644000005),-116.32283105399995,43.603976440000054,11265 W RED MAPLE DR
11269,W,RED MAPLE,CT,83709,Twelve,POINT (-116.323056919 43.60391187200003),-116.32305691899995,43.603911872000026,11269 W RED MAPLE CT
11273,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3232659289999 43.60386008500006),-116.32326592899994,43.603860085000065,11273 W RED MAPLE CT
11277,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3234833659999 43.60380189500006),-116.32348336599995,43.60380189500006,11277 W RED MAPLE CT
11212,W,RED MAPLE,DR,83709,Twelve,POINT (-116.322061095 43.60435415100005),-116.32206109499998,43.60435415100005,11212 W RED MAPLE DR
11230,W,RED MAPLE,DR,83709,Twelve,POINT (-116.322328085 43.60430707400008),-116.32232808499998,43.604307074000076,11230 W RED MAPLE DR
11248,W,RED MAPLE,DR,83709,Twelve,POINT (-116.32259831 43.60424228500005),-116.32259830999999,43.604242285000055,11248 W RED MAPLE DR
11194,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321866249 43.60440955200005),-116.32186624899998,43.60440955200005,11194 W RED MAPLE DR
11289,W,RED MAPLE,CT,83709,Twelve,POINT (-116.324005866 43.60370440900004),-116.324005866,43.603704409000045,11289 W RED MAPLE CT
11429,W,COLONY,ST,83709,Twelve,POINT (-116.325218833 43.60417639600007),-116.32521883299995,43.60417639600007,11429 W COLONY ST
11338,W,RED MAPLE,CT,83709,Twelve,POINT (-116.3235840309999 43.60444576000003),-116.32358403099994,43.60444576000003,11338 W RED MAPLE CT
11014,W,RED MAPLE,DR,83709,Twelve,POINT (-116.319418245 43.60451261000003),-116.31941824499995,43.60451261000003,11014 W RED MAPLE DR
11158,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321407639 43.60446078300004),-116.32140763899997,43.604460783000036,11158 W RED MAPLE DR
11140,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321168894 43.60446197600004),-116.32116889399998,43.60446197600004,11140 W RED MAPLE DR
11176,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321617422 43.60442460400003),-116.32161742199997,43.60442460400003,11176 W RED MAPLE DR
11104,W,RED MAPLE,DR,83709,Twelve,POINT (-116.32071401 43.60445978800004),-116.32071400999996,43.60445978800004,11104 W RED MAPLE DR
11068,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320246909 43.60446211900006),-116.32024690899999,43.60446211900006,11068 W RED MAPLE DR
11122,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320953656 43.60445413000008),-116.32095365599997,43.60445413000008,11122 W RED MAPLE DR
11086,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320492171 43.60445198500003),-116.32049217099996,43.604451985000026,11086 W RED MAPLE DR
11050,W,RED MAPLE,DR,83709,Twelve,POINT (-116.3199892009999 43.60445449400004),-116.31998920099994,43.60445449400004,11050 W RED MAPLE DR
11013,W,RED MAPLE,DR,83709,Twelve,POINT (-116.319409158 43.60424923300008),-116.31940915799998,43.604249233000075,11013 W RED MAPLE DR
11157,W,RED MAPLE,DR,83709,Twelve,POINT (-116.3213378519999 43.60422624100005),-116.32133785199994,43.60422624100005,11157 W RED MAPLE DR
11031,W,RED MAPLE,DR,83709,Twelve,POINT (-116.31964872 43.60423467000004),-116.31964871999998,43.60423467000004,11031 W RED MAPLE DR
11121,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320846156 43.60422406800006),-116.32084615599996,43.604224068000065,11121 W RED MAPLE DR
11103,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320625346 43.60422517000006),-116.32062534599999,43.60422517000006,11103 W RED MAPLE DR
11175,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321596316 43.60421586900003),-116.32159631599995,43.60421586900003,11175 W RED MAPLE DR
11139,W,RED MAPLE,DR,83709,Twelve,POINT (-116.321080143 43.60421844900003),-116.32108014299996,43.60421844900003,11139 W RED MAPLE DR
11049,W,RED MAPLE,DR,83709,Twelve,POINT (-116.3199251189999 43.60422421300007),-116.31992511899995,43.604224213000066,11049 W RED MAPLE DR
11085,W,RED MAPLE,DR,83709,Twelve,POINT (-116.320385533 43.60421299600006),-116.32038553299998,43.60421299600006,11085 W RED MAPLE DR
